Cycle,Battery-M,M8020-train,M8020-valid,M8020-predict,M5050-train,M5050-valid,M5050-predict,M2080-train,M2080-valid,M2080-predict
863,37.9306,37.9306,,,,37.9306,37.939617,,37.9306,37.456768
864,37.7903,37.7903,,,,37.7903,37.949028,,37.7903,37.46574
865,37.7497,37.7497,,,,37.7497,37.93644,,37.7497,37.468243
866,37.7664,37.7664,,,,37.7664,37.908417,,37.7664,37.465122
867,37.7398,37.7398,,,,37.7398,37.87862,,37.7398,37.459675
868,37.704,37.704,,,,37.704,37.84818,,37.704,37.452076
869,37.6706,37.6706,,,,37.6706,37.817135,,37.6706,37.44223
870,37.6368,37.6368,,,,37.6368,37.786224,,37.6368,37.43032
871,37.6435,37.6435,,,,37.6435,37.75593,,37.6435,37.416584
872,37.6036,37.6036,,,,37.6036,37.73247,,37.6036,37.40304
873,37.6089,37.6089,,,,37.6089,37.71121,,37.6089,37.388798
874,37.5973,37.5973,,,,37.5973,37.696274,,37.5973,37.375378
875,37.6198,37.6198,,,,37.6198,37.68615,,37.6198,37.362843
876,37.5731,37.5731,,,,37.5731,37.684322,,37.5731,37.352673
877,37.5177,37.5177,,,,37.5177,37.681133,,37.5177,37.34251
878,37.4813,37.4813,,,,37.4813,37.67063,,37.4813,37.330624
879,37.4323,37.4323,,,,37.4323,37.65325,,37.4323,37.316936
880,37.4052,37.4052,,,,37.4052,37.628193,,37.4052,37.300957
881,37.3817,37.3817,,,,37.3817,37.599354,,37.3817,37.283524
882,37.4003,37.4003,,,,37.4003,37.569775,,37.4003,37.265373
883,37.4002,37.4002,,,,37.4002,37.547195,,37.4002,37.248848
884,37.4019,37.4019,,,,37.4019,37.5319,,37.4019,37.234364
885,37.385,37.385,,,,37.385,37.523415,,37.385,37.22213
886,37.408,37.408,,,,37.408,37.5178,,37.408,37.211277
887,37.4243,37.4243,,,,37.4243,37.518158,,37.4243,37.20297
888,37.4431,37.4431,,,,37.4431,37.52403,,37.4431,37.19739
889,37.4808,37.4808,,,,37.4808,37.534702,,37.4808,37.194588
890,37.434,37.434,,,,37.434,37.551678,,37.434,37.195225
891,37.3802,37.3802,,,,37.3802,37.562588,,37.3802,37.195732
892,37.3585,37.3585,,,,37.3585,37.56091,,37.3585,37.19375
893,37.3549,37.3549,,,,37.3549,37.54936,,37.3549,37.18946
894,37.386,37.386,,,,37.386,37.533195,,37.386,37.18392
895,37.5025,37.5025,,,,37.5025,37.520863,,37.5025,37.179367
896,37.3886,37.3886,,,,37.3886,37.528473,,37.3886,37.180817
897,37.3585,37.3585,,,,37.3585,37.52884,,37.3585,37.18063
898,37.3103,37.3103,,,,37.3103,37.521545,,37.3103,37.17824
899,37.2552,37.2552,,,,37.2552,37.504196,,37.2552,37.17257
900,37.2735,37.2735,,,,37.2735,37.47619,,37.2735,37.16292
901,37.3221,37.3221,,,,37.3221,37.449234,,37.3221,37.1524
902,37.324,37.324,,,,37.324,37.433453,,37.324,37.144203
903,37.323,37.323,,,,37.323,37.426228,,37.323,37.138004
904,37.3278,37.3278,,,,37.3278,37.424885,,37.3278,37.13337
905,37.3339,37.3339,,,,37.3339,37.427917,,37.3339,37.130184
906,37.3506,37.3506,,,,37.3506,37.43396,,37.3506,37.128323
907,37.3795,37.3795,,,,37.3795,37.443245,,37.3795,37.128082
908,37.3683,37.3683,,,,37.3683,37.457027,,37.3683,37.130066
909,37.4057,37.4057,,,,37.4057,37.46956,,37.4057,37.1327
910,37.4081,37.4081,,,,37.4081,37.484875,,37.4081,37.137188
911,37.4296,37.4296,,,,37.4296,37.499447,,37.4296,37.142525
912,37.4083,37.4083,,,,37.4083,37.514317,,37.4083,37.14894
913,37.4007,37.4007,,,,37.4007,37.52371,,37.4007,37.154594
914,37.4263,37.4263,,,,37.4263,37.52742,,37.4263,37.159084
915,37.4278,37.4278,,,,37.4278,37.530758,,37.4278,37.163708
916,37.3972,37.3972,,,,37.3972,37.53308,,37.3972,37.16814
917,37.3895,37.3895,,,,37.3895,37.52983,,37.3895,37.170822
918,37.3595,37.3595,,,,37.3595,37.52283,,37.3595,37.171974
919,37.342,37.342,,,,37.342,37.51034,,37.342,37.17083
920,37.3444,37.3444,,,,37.3444,37.49425,,37.3444,37.167664
921,37.3283,37.3283,,,,37.3283,37.478947,,37.3283,37.16364
922,37.3469,37.3469,,,,37.3469,37.464092,,37.3469,37.158688
923,37.3262,37.3262,,,,37.3262,37.454563,,37.3262,37.154366
924,37.3436,37.3436,,,,37.3436,37.44656,,37.3436,37.1498
925,37.3974,37.3974,,,,37.3974,37.443455,,37.3974,37.146187
926,37.4038,,37.4038,37.397903,,37.4038,37.451256,,37.4038,37.14575
927,37.3963,,37.3963,37.41304,,37.3963,37.46482,,37.3963,37.147465
928,37.3627,,37.3627,37.42833,,37.3627,37.478798,,37.3627,37.150013
929,37.3867,,37.3867,37.43613,,37.3867,37.486412,,37.3867,37.15139
930,37.3467,,37.3467,37.44223,,37.3467,37.493046,,37.3467,37.15304
931,37.3506,,37.3506,37.439976,,37.3506,37.492268,,37.3506,37.152946
932,37.3373,,37.3373,37.433987,,37.3373,37.488243,,37.3373,37.152023
933,37.3349,,37.3349,37.424633,,37.3349,37.480965,,37.3349,37.15007
934,37.3849,,37.3849,37.414448,,37.3849,37.472614,,37.3849,37.147545
935,37.412,,37.412,37.413128,,37.412,37.47189,,37.412,37.147064
936,37.3684,,37.3684,37.421135,,37.3684,37.47899,,37.3684,37.148994
937,37.3342,,37.3342,37.426407,,37.3342,37.48308,,37.3342,37.15029
938,37.3217,,37.3217,37.424152,,37.3217,37.480385,,37.3217,37.149647
939,37.3186,,37.3186,37.416077,,37.3186,37.472725,,37.3186,37.14735
940,37.3116,,37.3116,37.40545,,37.3116,37.46301,,37.3116,37.144096
941,37.3505,,37.3505,37.393932,,37.3505,37.452583,,37.3505,37.140182
942,37.3131,,37.3131,37.389782,,37.3131,37.448837,,37.3131,37.137875
943,37.3269,,37.3269,37.384598,,37.3269,37.443882,,37.3269,37.135002
944,37.3314,,37.3314,37.38198,,37.3314,37.441303,,37.3314,37.13263
945,37.3316,,37.3316,37.381897,,37.3316,37.44103,,37.3316,37.130898
946,37.318,,37.318,37.38332,,37.318,37.44218,,37.318,37.129665
947,37.3009,,37.3009,37.383305,,37.3009,37.442135,,37.3009,37.128212
948,37.2887,,37.2887,37.379868,,37.2887,37.43917,,37.2887,37.12597
949,37.2784,,37.2784,37.37316,,37.2784,37.43345,,37.2784,37.122875
950,37.2877,,37.2877,37.364056,,37.2877,37.425686,,37.2877,37.119034
951,37.2781,,37.2781,37.35645,,37.2781,37.419304,,37.2781,37.115417
952,37.2758,,37.2758,37.349358,,37.2758,37.413246,,37.2758,37.111748
953,37.2682,,37.2682,37.343365,,37.2682,37.408047,,37.2682,37.108204
954,37.3005,,37.3005,37.337772,,37.3005,37.403088,,37.3005,37.10463
955,37.3182,,37.3182,37.338284,,37.3182,37.40361,,37.3182,37.102703
956,37.3083,,37.3083,37.34483,,37.3083,37.409428,,37.3083,37.102646
957,37.3094,,37.3094,37.35226,,37.3094,37.415913,,37.3094,37.103245
958,37.3235,,37.3235,37.359253,,37.3235,37.422085,,37.3235,37.104244
959,37.3215,,37.3215,37.36703,,37.3215,37.42912,,37.3215,37.106014
960,37.3513,,37.3513,37.373627,,37.3513,37.435173,,37.3513,37.108017
961,37.365,,37.365,37.383095,,37.365,37.443905,,37.365,37.11133
962,37.3464,,37.3464,37.394688,,37.3464,37.454468,,37.3464,37.11577
963,37.3077,,37.3077,37.40271,,37.3077,37.46165,,37.3077,37.119747
964,37.29,,37.29,37.40142,,37.29,37.460392,,37.29,37.12149
965,37.3079,,37.3079,37.392307,,37.3079,37.45218,,37.3079,37.121017
966,37.3313,,37.3313,37.382874,,37.3313,37.44373,,37.3313,37.12006
967,37.3201,,37.3201,37.378246,,37.3201,37.439396,,37.3201,37.119907
968,37.3308,,37.3308,37.375298,,37.3308,37.43619,,37.3308,37.119747
969,37.3487,,37.3487,37.375526,,37.3487,37.435665,,37.3487,37.12009
970,37.4583,,37.4583,37.380302,,37.4583,37.439175,,37.4583,37.12149
971,37.5071,,37.5071,37.403965,,37.5071,37.45982,,37.5071,37.12825
972,37.5418,,37.5418,37.442127,,37.5418,37.49331,,37.5418,37.13982
973,37.5395,,37.5395,37.48811,,37.5395,37.53386,,37.5395,37.15496
974,37.4374,,37.4374,37.530914,,37.4374,37.57185,,37.4374,37.17106
975,37.3985,,37.3985,37.54887,,37.3985,37.587906,,37.3985,37.18211
976,37.4571,,37.4571,37.54378,,37.4571,37.58406,,37.4571,37.187756
977,37.4994,,37.4994,37.53544,,37.4994,37.57787,,37.4994,37.19241
978,37.488,,37.488,37.532818,,37.488,37.576443,,37.488,37.198
979,37.4889,,37.4889,37.53193,,37.4889,37.575653,,37.4889,37.203278
980,37.5177,,37.5177,37.532433,,37.5177,37.57537,,37.5177,37.208088
981,37.5217,,37.5217,37.53824,,37.5217,37.57943,,37.5217,37.21359
982,37.4983,,37.4983,37.54675,,37.4983,37.58562,,37.4983,37.219303
983,37.5212,,37.5212,37.55184,,37.5212,37.588703,,37.5212,37.22374
984,37.536,,37.536,37.55797,,37.536,37.593098,,37.536,37.22816
985,37.5127,,37.5127,37.56602,,37.5127,37.599575,,37.5127,37.232918
986,37.5043,,37.5043,37.570244,,37.5043,37.60286,,37.5043,37.23653
987,37.5169,,37.5169,37.570454,,37.5169,37.602924,,37.5169,37.238884
988,37.5275,,37.5275,37.570404,,37.5275,37.60313,,37.5275,37.240902
989,37.5175,,37.5175,37.57189,,37.5175,37.60489,,37.5175,37.243057
990,37.5193,,37.5193,37.57248,,37.5193,37.605846,,37.5193,37.24471
991,37.5258,,37.5258,37.572857,,37.5258,37.606667,,37.5258,37.246063
992,37.5254,,37.5254,37.574135,,37.5254,37.608326,,37.5254,37.247437
993,37.5287,,37.5287,37.5757,,37.5287,37.610207,,37.5287,37.24872
994,37.5442,,37.5442,37.577755,,37.5442,37.61253,,37.5442,37.250015
995,37.5248,,37.5248,37.58226,,37.5248,37.617073,,37.5248,37.251915
996,37.5281,,37.5281,37.584362,,37.5281,37.619354,,37.5281,37.25319
997,37.5238,,37.5238,37.585403,,37.5238,37.620743,,37.5238,37.25417
998,37.5145,,37.5145,37.584984,,37.5145,37.620834,,37.5145,37.25472
999,37.5465,,37.5465,37.58236,,37.5465,37.618916,,37.5465,37.254578
1000,37.524,,37.524,37.584015,,37.524,37.620884,,37.524,37.25545
1001,37.5589,,37.5589,37.58418,,37.5589,37.62128,,37.5589,37.255863
1002,37.5902,,37.5902,37.589138,,37.5902,37.62601,,37.5902,37.25753
1003,37.6393,,37.6393,37.6009,,37.6393,37.63674,,37.6393,37.26118
1004,37.6383,,37.6383,37.622437,,37.6383,37.65617,,37.6383,37.2679
1005,37.64,,37.64,37.645847,,37.64,37.677097,,37.64,37.275898
1006,37.6004,,37.6004,37.6669,,37.6004,37.695984,,37.6004,37.28418
1007,37.5855,,37.5855,37.67681,,37.5855,37.704987,,37.5855,37.290314
1008,37.6096,,37.6096,37.67643,,37.6096,37.70502,,37.6096,37.294125
1009,37.6249,,37.6249,37.674004,,37.6249,37.703384,,37.6249,37.297367
1010,37.6432,,37.6432,37.67305,,37.6432,37.702816,,37.6432,37.30072
1011,37.6618,,37.6618,37.675945,,37.6618,37.705296,,37.6618,37.304718
1012,37.6621,,37.6621,37.68351,,37.6621,37.71155,,37.6621,37.309647
1013,37.6284,,37.6284,37.692543,,37.6284,37.71879,,37.6284,37.314808
1014,37.4405,,37.4405,37.695602,,37.4405,37.72051,,37.4405,37.318275
1015,37.4524,,37.4524,37.664852,,37.4524,37.691704,,37.4524,37.312283
1016,37.5995,,37.5995,37.622566,,37.5995,37.653503,,37.5995,37.301777
1017,37.6683,,37.6683,37.603603,,37.6683,37.63685,,37.6683,37.29576
1018,37.6721,,37.6721,37.611404,,37.6721,37.643623,,37.6721,37.29577
1019,37.6569,,37.6569,37.634007,,37.6569,37.662968,,37.6569,37.2995
1020,37.7006,,37.7006,37.659363,,37.7006,37.684696,,37.7006,37.304523
1021,37.7309,,37.7309,37.68945,,37.7309,37.711357,,37.7309,37.31189
1022,37.7442,,37.7442,37.722153,,37.7442,37.74107,,37.7442,37.321407
1023,37.7425,,37.7425,37.75313,,37.7425,37.76984,,37.7425,37.332092
1024,37.7705,,37.7705,37.77773,,37.7705,37.79333,,37.7705,37.34264
1025,37.7692,,37.7692,37.799118,,37.7692,37.814236,,37.7692,37.353607
1026,37.776,,37.776,37.814686,,37.776,37.82975,,37.776,37.36398
1027,37.7937,,37.7937,37.82535,,37.7937,37.84049,,37.7937,37.373596
1028,37.7866,,37.7866,37.834167,,37.7866,37.84902,,37.7866,37.382885
1029,37.8147,,37.8147,37.839108,,37.8147,37.853333,,37.8147,37.39103
1030,37.8318,,37.8318,37.845566,,37.8318,37.85845,,37.8318,37.399197
1031,37.845,,37.845,37.854443,,37.845,37.865158,,37.845,37.407562
1032,37.8634,,37.8634,37.86534,,37.8634,37.873276,,37.8634,37.41606
1033,37.8869,,37.8869,37.87861,,37.8869,37.883354,,37.8869,37.42487
1034,37.8926,,37.8926,37.894886,,37.8926,37.89618,,37.8926,37.43429
1035,37.8722,,37.8722,37.911106,,37.8722,37.90911,,37.8722,37.443676
1036,37.9068,,37.9068,37.921326,,37.9068,37.91693,,37.9068,37.45151
1037,37.9021,,37.9021,37.932255,,37.9021,37.925945,,37.9021,37.459446
1038,37.9367,,37.9367,37.940876,,37.9367,37.933125,,37.9367,37.466667
1039,37.9217,,37.9217,37.952545,,37.9217,37.94335,,37.9217,37.47452
1040,37.9699,,37.9699,37.96144,,37.9699,37.9511,,37.9699,37.48153
1041,37.9445,,37.9445,37.975407,,37.9445,37.963634,,37.9445,37.48971
1042,37.9457,,37.9457,37.98557,,37.9457,37.972637,,37.9457,37.496883
1043,37.9303,,37.9303,37.99228,,37.9303,37.978695,,37.9303,37.50306
1044,37.9597,,37.9597,37.99337,,37.9597,37.979782,,37.9597,37.50756
1045,37.9647,,37.9647,37.99603,,37.9647,37.982452,,37.9647,37.51208
1046,37.9482,,37.9482,37.99986,,37.9482,37.986046,,37.9482,37.51652
1047,37.9854,,37.9854,38.001053,,37.9854,37.98711,,37.9854,37.519894
1048,38.0012,,38.0012,38.00687,,38.0012,37.992405,,38.0012,37.524075
1049,38.0168,,38.0168,38.016865,,38.0168,38.001354,,38.0168,37.52911
1050,38.0479,,38.0479,38.03023,,38.0479,38.013298,,38.0479,37.53499
1051,38.1107,,38.1107,38.04851,,38.1107,38.02975,,38.1107,37.54232
1052,38.0584,,38.0584,38.076996,,38.0584,38.055515,,38.0584,37.55272
1053,38.0256,,38.0256,38.097607,,38.0256,38.074055,,38.0256,37.56187
1054,38.0187,,38.0187,38.10509,,38.0187,38.081173,,38.0187,37.56828
1055,38.0253,,38.0253,38.10274,,38.0253,38.079853,,38.0253,37.572357
1056,38.1213,,38.1213,38.09618,,38.1213,38.07482,,38.1213,37.57508
1057,38.1609,,38.1609,38.104267,,38.1609,38.082783,,38.1609,37.581024
1058,38.0941,,38.0941,38.12557,,38.0941,38.10179,,38.0941,37.59011
1059,38.1429,,38.1429,38.1396,,38.1429,38.113495,,38.1429,37.59749
1060,38.1098,,38.1098,38.155773,,38.1098,38.127365,,38.1098,37.60556
1061,38.0891,,38.0891,38.164574,,38.0891,38.134613,,38.0891,37.611984
1062,38.105,,38.105,38.164383,,38.105,38.134064,,38.105,37.616135
1063,38.1341,,38.1341,38.161823,,38.1341,38.13167,,38.1341,37.61939
1064,38.1467,,38.1467,38.16312,,38.1467,38.13274,,38.1467,37.623154
1065,38.1672,,38.1672,38.168407,,38.1672,38.13713,,38.1672,37.6275
1066,38.1369,,38.1369,38.17857,,38.1369,38.145725,,38.1369,37.63279
1067,38.1635,,38.1635,38.184677,,38.1635,38.150524,,38.1635,37.636944
1068,38.1569,,38.1569,38.192177,,38.1569,38.156868,,38.1569,37.64135
1069,38.1718,,38.1718,38.197964,,38.1718,38.161808,,38.1718,37.64528
1070,38.1898,,38.1898,38.20442,,38.1898,38.167572,,38.1898,37.64933
1071,38.2193,,38.2193,38.21316,,38.2193,38.17552,,38.2193,37.65395
1072,38.2852,,38.2852,38.226692,,38.2852,38.18783,,38.2852,37.65986
1073,38.2066,,38.2066,38.25178,,38.2066,38.210533,,38.2066,37.66897
1074,38.2296,,38.2296,38.265587,,38.2296,38.222794,,38.2296,37.67584
1075,38.2514,,38.2514,38.275013,,38.2514,38.2316,,38.2514,37.682014
1076,38.253,,38.253,38.283802,,38.253,38.24003,,38.253,37.688263
1077,38.2373,,38.2373,38.290836,,38.2373,38.24676,,38.2373,37.69418
1078,38.2844,,38.2844,38.292965,,38.2844,38.24886,,38.2844,37.698822
1079,38.3022,,38.3022,38.300014,,38.3022,38.255272,,38.3022,37.704468
1080,38.3023,,38.3023,38.311428,,38.3023,38.265186,,38.3023,37.711044
1081,38.3115,,38.3115,38.323364,,38.3115,38.275234,,38.3115,37.71772
1082,38.303,,38.303,38.335182,,38.303,38.28511,,38.303,37.724392
1083,38.3008,,38.3008,38.34343,,38.3008,38.291817,,38.3008,37.73023
1084,38.3306,,38.3306,38.347897,,38.3306,38.295303,,38.3306,37.735096
1085,38.3959,,38.3959,38.35455,,38.3959,38.300938,,38.3959,37.74036
1086,38.3376,,38.3376,38.372364,,38.3376,38.31658,,38.3376,37.748306
1087,38.3302,,38.3302,38.383183,,38.3302,38.325584,,38.3302,37.754684
1088,38.3413,,38.3413,38.387306,,38.3413,38.32889,,38.3413,37.759457
1089,38.3181,,38.3181,38.388798,,38.3181,38.33013,,38.3181,37.763447
1090,38.3314,,38.3314,38.384438,,38.3314,38.32615,,38.3314,37.765694
1091,38.3229,,38.3229,38.37991,,38.3229,38.32207,,38.3229,37.76738
1092,38.3628,,38.3628,38.374527,,38.3628,38.317047,,38.3628,37.76825
1093,38.3775,,38.3775,38.37653,,38.3775,38.31856,,38.3775,37.770348
1094,38.4658,,38.4658,38.38479,,38.4658,38.32543,,38.4658,37.77362
1095,38.3977,,38.3977,38.41049,,38.3977,38.34796,,38.3977,37.78119
1096,38.4235,,38.4235,38.429665,,38.4235,38.36438,,38.4235,37.787697
1097,38.405,,38.405,38.446835,,38.405,38.379723,,38.405,37.79434
1098,38.3911,,38.3911,38.456512,,38.3911,38.388844,,38.3911,37.799744
1099,38.3937,,38.3937,38.45791,,38.3937,38.390995,,38.3937,37.80347
1100,38.4077,,38.4077,38.45478,,38.4077,38.38927,,38.4077,37.806087
1101,38.3843,,38.3843,38.451923,,38.3843,38.387592,,38.3843,37.808483
1102,38.3962,,38.3962,38.445538,,38.3962,38.38224,,38.3962,37.809566
1103,38.3803,,38.3803,38.440434,,38.3803,38.377666,,38.3803,37.810368
1104,38.3981,,38.3981,38.43412,,38.3981,38.371567,,38.3981,37.810253
1105,38.3683,,38.3683,38.43142,,38.3683,38.368515,,38.3683,37.810417
1106,38.3753,,38.3753,38.426052,,38.3753,38.362865,,38.3753,37.809433
1107,38.4468,,38.4468,38.421577,,38.4468,38.35819,,38.4468,37.80819
1108,38.4453,,38.4453,38.430725,,38.4453,38.365963,,38.4453,37.809982
1109,38.4335,,38.4335,38.44554,,38.4335,38.378696,,38.4335,37.813286
1110,38.474,,38.474,38.459213,,38.474,38.39065,,38.474,37.816742
1111,38.4574,,38.4574,38.477055,,38.4574,38.406914,,38.4574,37.821815
1112,38.4701,,38.4701,38.491108,,38.4701,38.420074,,38.4701,37.8267
1113,38.5169,,38.5169,38.502888,,38.5169,38.43161,,38.5169,37.831707
1114,38.488,,38.488,38.519333,,38.488,38.447487,,38.488,37.838432
1115,38.5107,,38.5107,38.530216,,38.5107,38.458096,,38.5107,37.84439
1116,38.4835,,38.4835,38.540123,,38.4835,38.467762,,38.4835,37.850506
1117,38.4977,,38.4977,38.542736,,38.4977,38.47056,,38.4977,37.855076
1118,38.495,,38.495,38.543274,,38.495,38.47128,,38.495,37.859074
1119,38.5104,,38.5104,38.54184,,38.5104,38.4698,,38.5104,37.86233
1120,38.5693,,38.5693,38.542164,,38.5693,38.469475,,38.5693,37.865604
1121,38.5193,,38.5193,38.553593,,38.5193,38.478683,,38.5193,37.871204
1122,38.4966,,38.4966,38.560318,,38.4966,38.48313,,38.4966,37.875546
1123,38.5414,,38.5414,38.559628,,38.5414,38.481144,,38.5414,37.87795
1124,38.596,,38.596,38.56275,,38.596,38.483013,,38.596,37.881012
1125,38.6102,,38.6102,38.57677,,38.6102,38.494698,,38.6102,37.886555
1126,38.6388,,38.6388,38.596832,,38.6388,38.51166,,38.6388,37.893723
1127,38.6376,,38.6376,38.621944,,38.6376,38.533302,,38.6376,37.902565
1128,38.5944,,38.5944,38.64526,,38.5944,38.55362,,38.5944,37.91168
1129,38.5376,,38.5376,38.655884,,38.5376,38.563107,,38.5376,37.918446
1130,38.5901,,38.5901,38.64759,,38.5901,38.55635,,38.5901,37.920975
1131,38.5904,,38.5904,38.639374,,38.5904,38.550163,,38.5904,37.92318
1132,38.5758,,38.5758,38.63217,,38.5758,38.544353,,38.5758,37.925
1133,38.5981,,38.5981,38.624237,,38.5981,38.537186,,38.5981,37.925865
1134,38.5991,,38.5991,38.621292,,38.5991,38.533966,,38.5991,37.927116
1135,38.6446,,38.6446,38.6218,,38.6446,38.53334,,38.6446,37.928528
1136,38.5903,,38.5903,38.632286,,38.5903,38.541508,,38.5903,37.93192
1137,38.6157,,38.6157,38.636944,,38.6157,38.54436,,38.6157,37.933838
1138,38.6211,,38.6211,38.642418,,38.6211,38.5486,,38.6211,37.935932
1139,38.7037,,38.7037,38.648228,,38.7037,38.553577,,38.7037,37.938183
1140,38.5834,,38.5834,38.66781,,38.5834,38.57127,,38.5834,37.943924
1141,38.5836,,38.5836,38.670177,,38.5836,38.573444,,38.5836,37.946022
1142,38.5517,,38.5517,38.663208,,38.5517,38.568127,,38.5517,37.94601
1143,38.6045,,38.6045,38.646393,,38.6045,38.554306,,38.6045,37.943382
1144,38.6192,,38.6192,38.63629,,38.6192,38.546505,,38.6192,37.94173
1145,38.6438,,38.6438,38.633995,,38.6438,38.544968,,38.6438,37.94135
1146,38.6112,,38.6112,38.64089,,38.6112,38.55101,,38.6112,37.942795
1147,38.6143,,38.6143,38.64607,,38.6143,38.555088,,38.6143,37.943783
1148,38.6249,,38.6249,38.65023,,38.6249,38.558464,,38.6249,37.94461
1149,38.626,,38.626,38.654953,,38.626,38.56264,,38.626,37.94573
1150,38.6167,,38.6167,38.659325,,38.6167,38.56673,,38.6167,37.94698
1151,38.5919,,38.5919,38.661114,,38.5919,38.568695,,38.5919,37.947807
1152,38.5842,,38.5842,38.65681,,38.5842,38.565376,,38.5842,37.94728
1153,38.5887,,38.5887,38.648556,,38.5887,38.558674,,38.5887,37.945698
1154,38.5981,,38.5981,38.640285,,38.5981,38.55188,,38.5981,37.94381
1155,38.6192,,38.6192,38.635036,,38.6192,38.547512,,38.6192,37.942284
1156,38.6313,,38.6313,38.636105,,38.6313,38.548447,,38.6313,37.94198
1157,38.6336,,38.6336,38.642643,,38.6336,38.55395,,38.6336,37.94291
